1	37761.0	19201.0	11520.0	1280.0
2	4800.0	2560.0	1280.0	960.5
3	9600.333333333334	2560.0	1280.0	1920.0
4	3200.0	1600.0	1120.0	640.25
5	2944.2	1408.0	1024.0	640.0
6	2666.8333333333335	3200.0	853.5	640.0
7	2468.5714285714284	1188.5714285714287	914.4285714285714	548.5714285714286
8	2320.125	1120.0	720.0	1040.125
9	2062.222222222222	995.6666666666666	2062.222222222222	853.3333333333334
10	2240.0	960.1	704.0	512.0
11	5992.909090909091	989.0909090909091	5003.818181818182	1978.2727272727273
12	1760.0833333333333	800.0833333333334	586.6666666666666	373.3333333333333
13	45195.307692307695	43423.0	787.6923076923077	344.6923076923077
14	1554.357142857143	685.7142857142857	457.14285714285717	548.5714285714286
15	1450.6666666666667	682.7333333333333	426.6666666666667	512.0
16	3600.125	920.0	800.0625	520.0
17	4216.588235294118	677.6470588235294	301.1764705882353	489.4117647058824
18	711.1666666666666	1351.1666666666667	1600.0555555555557	391.1111111111111
19	3233.7894736842104	808.421052631579	336.8421052631579	105401.42105263157
20	640.05	2368.05	352.05	352.0
21	548.5714285714286	2468.6666666666665	365.7142857142857	182.85714285714286
22	494.59090909090907	349.09090909090907	320.0	174.5909090909091
23	556.5652173913044	333.9130434782609	1586.1304347826087	222.6086956521739
24	746.7083333333334	533.375	1760.0416666666667	186.66666666666666
25	537.64	307.2	256.0	179.2
26	836.9615384615385	320.0	221.57692307692307	196.92307692307693
27	497.77777777777777	308.14814814814815	213.37037037037038	189.62962962962962
28	617.1428571428571	320.0357142857143	205.71428571428572	205.71428571428572
29	573.8275862068965	286.8965517241379	220.68965517241378	176.55172413793105
30	533.3666666666667	298.6666666666667	405.3333333333333	192.03333333333333
31	495.51612903225805	309.6774193548387	227.09677419354838	185.83870967741936
32	800.03125	320.03125	200.0	180.0
33	1939.4545454545455	329.72727272727275	232.72727272727272	174.54545454545453
34	508.2647058823529	301.1764705882353	207.05882352941177	188.26470588235293
35	548.6	292.57142857142856	219.42857142857142	182.85714285714286
36	924.4722222222222	284.47222222222223	195.55555555555554	177.77777777777777
37	501.64864864864865	276.7567567567568	207.56756756756758	190.27027027027026
38	505.2631578947368	421.05263157894734	218.94736842105263	185.28947368421052
39	508.7435897435897	262.56410256410254	196.94871794871796	196.92307692307693
40	480.025	256.0	208.025	192.0
41	468.2926829268293	405.8780487804878	187.3170731707317	187.34146341463415
42	518.1190476190476	274.2857142857143	198.0952380952381	182.88095238095238
43	506.06976744186045	282.7906976744186	178.62790697674419	193.48837209302326
44	494.5681818181818	247.27272727272728	203.6590909090909	203.63636363636363
45	426.68888888888887	512.0	184.9111111111111	184.88888888888889
46	473.0652173913044	236.52173913043478	166.97826086956522	194.7826086956522
47	585.5531914893617	258.72340425531917	190.63829787234042	177.04255319148936
48	866.6875	253.33333333333334	253.35416666666666	200.0
49	417.9795918367347	235.12244897959184	182.85714285714286	195.91836734693877
50	524.8	512.0	179.22	192.0
51	476.88235294117646	251.0	376.47058823529414	188.2549019607843
52	504.63461538461536	344.61538461538464	172.32692307692307	196.92307692307693
53	410.5660377358491	229.43396226415095	169.0566037735849	193.22641509433961
54	474.0925925925926	237.05555555555554	177.77777777777777	189.62962962962962
55	395.6545454545454	232.72727272727272	314.2	197.8181818181818
56	411.44642857142856	217.14285714285714	182.875	194.28571428571428
57	651.2456140350877	235.78947368421052	168.42105263157896	190.89473684210526
58	695.1896551724138	242.77586206896552	320.0	187.60344827586206
59	466.45762711864404	260.35593220338984	195.25423728813558	477.3050847457627
60	480.01666666666665	245.33333333333334	170.66666666666666	192.01666666666668
61	419.6885245901639	409.1967213114754	167.86885245901638	188.85245901639345
62	495.5	247.75806451612902	185.80645161290323	185.82258064516128
63	447.0	233.66666666666666	162.53968253968253	182.87301587301587
64	570.015625	240.015625	170.0	190.015625
65	512.0153846153846	226.46153846153845	177.24615384615385	196.92307692307693
66	436.3787878787879	232.72727272727272	329.7121212121212	320.0151515151515
67	506.2835820895522	229.2537313432836	181.50746268656715	286.56716417910445
